Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-86670472,Alejandro,Gutierrez,1,New York,New York City,High School,14/12/1990,2017-10-20,,Customer Service,Help Desk Technician,59906,1
00-27422482,Pamela,Mcguire,0,Pennsylvania,Philadelphia,Bachelor,3/4/1994,2023-08-09,,Marketing,Marketing Coordinator,65611,2
00-98477659,Brandon,Pham,0,Ohio,Columbus,Bachelor,21/01/2000,2016-12-05,,IT,Software Developer,77263,4
00-64202290,Jennifer,Hess,1,New York,Buffalo,Bachelor,16/10/1999,2017-01-30,,Sales,Sales Representative,65860,2
00-43524742,Brian,Gonzales,0,Illinois,Chicago,Bachelor,16/01/1985,2017-04-20,,IT,System Administrator,81016,3
00-98499057,Bradley,Bailey,1,North Carolina,Greensboro,PhD,7/9/1988,2018-09-12,,Sales,Sales Specialist,55726,4
00-99705272,Pamela,Bolton,1,New York,Rochester,Bachelor,30/04/1984,2020-02-20,,IT,System Administrator,91010,4
00-45799340,Catherine,Mendoza,1,Michigan,Grand Rapids,Bachelor,17/05/1991,2022-02-17,,Sales,Sales Representative,62190,2
00-66642693,Diane,Jones,0,New York,New York City,Bachelor,27/11/1985,2018-07-31,,Sales,Sales Representative,68025,2
00-14593643,Jamie,Thornton,0,New York,Buffalo,Bachelor,17/04/1975,2022-11-12,,Operations,Logistics Coordinator,57456,4
00-16444924,Michael,Herman,0,Michigan,Detroit,High School,25/01/1971,2023-03-27,,IT,IT Support Specialist,59807,1
00-29187023,Scott,Turner,0,New York,New York City,Bachelor,26/04/1987,2021-05-23,,Operations,Inventory Specialist,62566,3
00-63252708,Kimberly,Carter,1,New York,New York City,Bachelor,28/05/1999,2018-09-11,,Sales,Sales Consultant,97778,2
00-74940557,John,Orozco,1,Michigan,Grand Rapids,Master,29/08/1992,2023-05-04,,IT,Software Developer,77093,4
00-87470671,Heidi,Gordon,1,New York,New York City,Bachelor,1/1/1984,2019-01-21,,Sales,Sales Consultant,94613,3
00-93391160,Michael,Jenkins,0,Illinois,Aurora,Master,6/11/1972,2017-08-30,,Sales,Sales Specialist,78511,4
00-47487708,Todd,Miller,0,North Carolina,Raleigh,Master,3/4/1983,2022-12-21,,Operations,Operations Manager,104968,4
00-55265544,Derrick,Daugherty,1,New York,New York City,High School,10/5/1984,2024-03-30,,IT,IT Support Specialist,59863,2
00-55765962,Kevin,Tran,1,New York,Buffalo,Bachelor,14/01/2004,2023-02-17,,Operations,Operations Analyst,57774,2
00-83672216,Nathan,Velasquez,1,New York,New York City,Bachelor,29/04/1961,2019-02-25,,Operations,Inventory Specialist,71769,3
00-55952797,Barry,Young,0,New York,Buffalo,Master,4/11/1965,2022-06-20,,Sales,Sales Consultant,77014,2
00-59046143,Debra,Chavez,1,New York,New York City,Bachelor,12/9/1995,2019-02-14,,Operations,Logistics Coordinator,62712,2
00-26942058,Andrew,Huff,0,New York,New York City,Bachelor,28/09/2002,2016-04-14,,Customer Service,Customer Service Representative,58693,3
00-24916551,Joshua,Cruz,1,New York,Rochester,Bachelor,14/08/2001,2016-11-17,,Customer Service,Customer Service Representative,66693,3
00-26951598,Tammy,Brown,1,New York,New York City,Bachelor,27/09/1998,2023-11-28,,Finance,Financial Analyst,88473,2
00-68540955,Chelsea,Simpson,1,New York,Rochester,Bachelor,13/01/1993,2020-12-01,,Operations,Logistics Coordinator,65694,3
00-77742871,Patrick,Wallace,0,North Carolina,Raleigh,High School,1/7/1986,2017-03-29,,Marketing,Content Creator,55599,1
00-29019782,Jamie,Lopez,0,New York,New York City,Master,16/04/1967,2023-06-17,,Sales,Sales Consultant,88219,4
00-12244018,Amanda,Guerrero,0,New York,New York City,Bachelor,23/04/1976,2017-01-13,,Marketing,Content Creator,54286,3
00-80541440,Amber,Bailey,0,New York,New York City,High School,23/11/1975,2021-01-11,,Operations,Inventory Specialist,64589,2
00-81210764,Renee,Webster,0,North Carolina,Greensboro,Bachelor,29/10/1972,2020-05-10,,HR,Recruiter,59412,3
00-82404720,Sandra,Solomon,0,Ohio,Columbus,Bachelor,29/09/1988,2017-11-11,,Sales,Sales Representative,56638,4
00-60260797,Karen,Robinson,0,New York,Buffalo,Bachelor,11/6/1971,2017-01-11,,Customer Service,Help Desk Technician,78174,2
00-95215820,Matthew,Calderon,1,Pennsylvania,Pittsburgh,Master,2/9/1999,2021-06-18,,Sales,Sales Specialist,63593,2
00-30407950,Michelle,Patton,1,New York,Rochester,Bachelor,18/11/1971,2020-12-26,,Operations,Inventory Specialist,65008,1
00-37138304,Jill,Brown,0,New York,Buffalo,High School,12/7/1969,2017-02-12,,Customer Service,Customer Service Representative,63508,1
00-62314365,Angela,Farley,1,North Carolina,Raleigh,High School,1/4/2001,2023-12-29,,Operations,Inventory Specialist,60875,1
00-72814453,Erica,Garrison,0,Ohio,Cincinnati,Bachelor,24/12/1977,2018-07-27,,Customer Service,Help Desk Technician,56955,3
00-10047461,Steven,Armstrong,0,Illinois,Naperville,Bachelor,14/12/1992,2016-08-08,,Finance,Accountant,70778,2
00-99673571,Kayla,Green,1,New York,Buffalo,Bachelor,11/8/1962,2018-05-29,,Finance,Accountant,64966,3
00-89723307,Tanner,Riddle,1,New York,Rochester,Bachelor,26/05/1986,2024-04-02,,Sales,Sales Representative,69400,4
00-65079671,David,Smith,0,New York,New York City,Bachelor,8/6/1970,2017-11-07,,Sales,Sales Representative,68361,2
00-31508787,Felicia,Hill,0,New York,New York City,Bachelor,16/03/1989,2022-04-08,,Customer Service,Customer Service Representative,58983,3
00-31400078,Kelsey,Phillips,0,Pennsylvania,Allentown,Master,9/1/1979,2021-08-10,,IT,System Administrator,88156,4
00-35953856,Ralph,Gilbert,0,West Virginia,Huntington,Bachelor,30/03/2002,2017-05-21,,Finance,Financial Analyst,91390,3
00-40374151,Joseph,King,1,New York,Rochester,Bachelor,8/1/2000,2024-09-10,,Operations,Operations Analyst,60644,2
00-63880436,Lisa,Franklin,1,West Virginia,Huntington,Bachelor,4/10/1985,2016-02-18,,HR,HR Coordinator,67513,3
00-30380452,Kurt,Guerrero,1,Pennsylvania,Philadelphia,Bachelor,8/9/1983,2017-11-21,,Customer Service,Support Specialist,60878,3
00-46972997,Joseph,White,1,New York,Rochester,PhD,16/07/1993,2022-06-29,,Sales,Sales Manager,94692,1
00-25742667,Andre,Smith,0,New York,Buffalo,Bachelor,24/12/1972,2020-01-15,,Customer Service,Help Desk Technician,71342,3
00-94361980,Tammy,Castillo,0,New York,New York City,High School,8/12/1986,2020-11-23,,Operations,Inventory Specialist,58404,1
00-68823870,Angela,Ortiz,1,New York,New York City,Master,17/11/1973,2017-08-14,,Sales,Sales Specialist,81302,4
00-91877605,Sheila,Hill,1,New York,New York City,Master,15/08/1984,2019-08-26,,Operations,Operations Analyst,77136,4
00-55818870,Andrea,Ashley,0,New York,Buffalo,Bachelor,22/05/1979,2023-06-21,,Sales,Sales Representative,60379,3
00-44286237,Hector,Miranda,0,New York,Rochester,High School,8/9/2001,2016-04-17,,Customer Service,Customer Service Representative,60784,1
00-88514495,Jordan,Simpson,0,New York,New York City,Bachelor,12/9/1986,2017-03-30,,Operations,Operations Manager,87205,3
00-75404850,Crystal,Thomas,0,New York,Rochester,Bachelor,8/3/1979,2022-08-28,,Operations,Logistics Coordinator,62843,3
00-23831159,Diana,Hall,0,New York,Buffalo,Bachelor,4/3/1974,2016-09-11,,Operations,Inventory Specialist,65878,2
00-90402724,Benjamin,Cohen,0,Michigan,Detroit,Master,17/01/1987,2023-12-01,,IT,Software Developer,93370,2
00-99242791,Scott,Stewart,1,Illinois,Aurora,Bachelor,30/01/1999,2020-08-02,,Customer Service,Customer Service Representative,64263,1
00-66596142,Jennifer,Brown,0,New York,New York City,High School,28/10/1967,2016-10-04,,Operations,Inventory Specialist,56131,1
00-47608285,Victoria,Hester,0,New York,Rochester,High School,8/2/1967,2023-01-07,,IT,IT Support Specialist,58366,1
00-43778683,Erika,Mathews,1,New York,New York City,High School,18/10/1982,2021-05-18,,Customer Service,Help Desk Technician,62189,1
00-99520336,Amber,Williams,0,New York,New York City,Master,11/12/1999,2023-04-02,,Operations,Operations Analyst,57622,2
00-11734913,Michael,Jones,1,New York,Rochester,PhD,9/11/1976,2016-06-21,,Finance,Financial Analyst,72526,4
00-88622613,Daniel,Jones,1,New York,Buffalo,Bachelor,7/11/1990,2020-03-20,,Sales,Sales Representative,77413,3
00-99339143,Mark,Watson,0,Pennsylvania,Pittsburgh,Bachelor,15/11/1987,2017-11-16,,HR,Recruiter,61122,2
00-85251955,Erin,Jones,0,New York,Rochester,Bachelor,8/1/1986,2021-06-15,,Sales,Sales Representative,63049,3
00-91420209,Nancy,Thomas,1,New York,Rochester,Bachelor,20/12/1988,2020-05-06,,Operations,Logistics Coordinator,68732,2
00-15650731,Catherine,Ward,1,New York,New York City,Bachelor,17/01/1986,2021-06-08,,Customer Service,Customer Service Representative,60094,3
00-96258750,Phyllis,Brooks,1,New York,Rochester,Master,5/1/1977,2024-04-24,,Sales,Sales Consultant,95753,2
00-25767007,Christy,Martin,0,New York,New York City,Bachelor,2/9/1988,2024-01-18,,Operations,Inventory Specialist,64170,3
00-87862664,Kelly,Hernandez,0,Pennsylvania,Allentown,High School,18/11/1960,2022-08-18,,Customer Service,Help Desk Technician,71125,1
00-62847572,Anthony,Lynch,0,New York,Rochester,Bachelor,31/05/1986,2022-11-10,,Operations,Operations Analyst,66646,4
00-96850744,Lawrence,Baldwin,0,New York,Buffalo,Bachelor,30/10/1998,2023-10-16,,Sales,Sales Representative,57970,3
00-80164383,William,Perkins,1,Virginia,Richmond,High School,21/02/1980,2015-05-14,,Customer Service,Customer Service Representative,62043,1
00-94304617,Shelby,Gray,0,New York,New York City,Bachelor,5/7/1994,2022-08-15,,Sales,Sales Representative,61334,2
00-13441419,Antonio,Barber,0,New York,New York City,High School,18/11/1995,2017-05-29,,IT,IT Support Specialist,54016,1
00-94627132,Kathryn,Banks,0,New York,Rochester,Bachelor,20/02/1985,2024-01-31,,Operations,Logistics Coordinator,55430,4
00-65317019,Susan,Gay,0,New York,Buffalo,High School,21/04/2003,2023-08-08,,Customer Service,Help Desk Technician,52457,1
00-44026103,Wesley,Andrews,1,New York,Buffalo,Master,22/04/1979,2018-08-01,,IT,System Administrator,87423,2
00-57295434,Jessica,Ryan,1,Ohio,Columbus,Master,29/01/1988,2024-02-17,,IT,System Administrator,81636,4
00-69862044,Melanie,Rose,0,Michigan,Detroit,Bachelor,2/6/1996,2023-01-20,,Operations,Inventory Specialist,56729,2
00-95202397,Catherine,Hopkins,0,North Carolina,Greensboro,High School,28/04/1977,2017-07-22,,Customer Service,Help Desk Technician,69326,2
00-84957616,Scott,Adams,0,New York,Rochester,Bachelor,25/04/1973,2023-11-21,,Operations,Inventory Specialist,65423,3
00-53202156,Barbara,Bartlett,0,New York,New York City,Bachelor,26/04/1989,2022-05-08,,Operations,Logistics Coordinator,59102,4
00-33093235,John,Saunders,0,New York,Buffalo,Bachelor,22/04/1979,2023-05-21,,IT,System Administrator,89774,3
00-57218427,Jerry,Edwards,0,New York,Buffalo,Bachelor,9/11/1994,2021-02-14,,Operations,Logistics Coordinator,54007,2
00-40544052,Heather,Wallace,0,New York,Buffalo,Bachelor,6/1/1998,2018-12-08,,Operations,Inventory Specialist,52526,3
00-22137642,Robert,Miller,0,New York,Buffalo,Bachelor,13/06/1986,2021-08-06,,Marketing,Content Creator,53854,3
00-76732073,William,Melendez,0,New York,Buffalo,PhD,27/06/1963,2021-09-11,,Finance,Financial Analyst,107897,3
00-45524800,Timothy,Hall,1,New York,Buffalo,Bachelor,18/04/1987,2023-11-02,,Operations,Logistics Coordinator,66577,2
00-55231541,Robert,Hudson,1,New York,New York City,Bachelor,3/9/1977,2023-11-18,,Operations,Logistics Coordinator,67461,2
00-31369793,Valerie,Frost,0,Michigan,Warren,Bachelor,21/01/1985,2024-04-05,,Operations,Inventory Specialist,66222,3
00-24962673,Kimberly,Russell,1,New York,Rochester,Bachelor,12/11/2001,2017-08-16,,IT,Software Developer,103692,3
00-96209085,Elizabeth,Jacobs,0,Pennsylvania,Philadelphia,Bachelor,12/5/1967,2020-11-05,,Customer Service,Customer Service Representative,58191,2
00-33878421,Justin,Edwards,1,New York,Rochester,Bachelor,25/06/1996,2019-02-01,,IT,System Administrator,76631,2
00-36658273,Ricky,Wagner,0,New York,Buffalo,Bachelor,25/06/1969,2016-02-27,,Operations,Logistics Coordinator,61716,3
00-99011879,Barbara,Chen,1,New York,Rochester,Bachelor,4/6/1981,2019-10-28,,Operations,Logistics Coordinator,73964,3
00-55656032,James,White,1,New York,New York City,Bachelor,14/03/1980,2020-06-25,,Sales,Sales Representative,78532,4
00-61706059,Alexis,Martinez,0,New York,Rochester,Bachelor,16/08/1966,2016-04-12,,IT,IT Support Specialist,61402,3
00-49448235,Kathy,Dawson,0,New York,New York City,Bachelor,31/03/1997,2021-07-02,,Sales,Sales Representative,66128,3
00-40175481,Julia,Martinez,1,New York,New York City,Bachelor,14/12/1980,2019-01-14,,Sales,Sales Representative,70026,2
00-83549599,Mary,Johnson,1,New York,Buffalo,Bachelor,3/9/1977,2017-03-06,,Operations,Logistics Coordinator,65080,3
00-76369717,Veronica,Anderson,0,New York,New York City,Master,29/03/1976,2017-12-03,,Operations,Operations Analyst,77026,2
00-42930552,Allison,Hughes,0,Pennsylvania,Allentown,Bachelor,26/02/1986,2023-06-14,,IT,Software Developer,88032,3
00-38986747,Michael,Morales,1,New York,New York City,Bachelor,22/05/1981,2017-08-05,,Sales,Sales Specialist,85452,3
00-12788232,John,Carter,0,Illinois,Chicago,Master,14/11/1978,2023-05-11,,Marketing,Marketing Manager,98317,4
00-68914857,Phyllis,Villanueva,0,New York,Buffalo,Bachelor,3/7/1997,2019-08-18,,Customer Service,Support Specialist,62755,2
00-35801896,Chelsea,Rodriguez,1,New York,New York City,High School,2/10/1983,2019-10-08,,Marketing,Content Creator,55680,1
00-63635663,Brandon,Rodgers,1,New York,Rochester,High School,24/10/1989,2021-05-18,,Marketing,Content Creator,65994,2
00-45096899,Stephanie,Lozano,1,New York,Buffalo,High School,27/11/1975,2022-09-02,,Operations,Inventory Specialist,67592,1
00-45374067,Shannon,Davenport,0,New York,Rochester,Master,12/4/1978,2019-04-23,,IT,Software Developer,101991,2
00-52970439,Katherine,Graves,1,Michigan,Detroit,Bachelor,11/10/1979,2020-10-11,,Operations,Logistics Coordinator,66078,1
00-28051318,Isaac,Cannon,0,New York,New York City,Bachelor,3/11/2001,2018-12-22,,Sales,Sales Representative,73327,3
00-82246104,Lori,Hicks,0,New York,New York City,Master,8/11/1973,2020-02-29,,Sales,Sales Specialist,58776,4
00-78109300,Paula,Watkins,0,New York,Buffalo,Bachelor,2/3/1992,2022-05-24,,Operations,Logistics Coordinator,53605,3
00-24067040,Emily,Chavez,1,Illinois,Chicago,Bachelor,28/09/1994,2023-05-05,,Finance,Accountant,91042,3
00-56753777,Samuel,Romero,1,New York,Rochester,Bachelor,26/05/1985,2022-08-17,,Sales,Sales Specialist,96540,4
00-40059912,Joshua,Mejia,0,North Carolina,Raleigh,Bachelor,2/2/1980,2019-04-01,,Customer Service,Help Desk Technician,56033,3
00-17140578,Kenneth,Peterson,1,New York,Rochester,Bachelor,3/10/1991,2019-08-08,,Sales,Sales Consultant,103669,3
00-89331123,Zachary,Fox,1,Michigan,Detroit,Bachelor,23/06/1981,2019-07-17,,Operations,Inventory Specialist,61762,3
00-85156388,Megan,Simmons,1,New York,New York City,High School,21/12/1987,2019-05-06,,Operations,Inventory Specialist,58786,1
00-56654498,Patrick,Todd,0,New York,Buffalo,Bachelor,3/3/1991,2019-02-25,,IT,System Administrator,69574,2
00-18559981,Bobby,Landry,0,New York,Rochester,Bachelor,7/12/1995,2022-12-09,,Marketing,Marketing Coordinator,63002,1
00-47056223,Veronica,Clark,1,New York,New York City,Bachelor,5/11/1995,2020-07-20,,HR,Recruiter,69604,3
00-90227105,Joshua,Hobbs,1,Ohio,Cleveland,Bachelor,1/6/1997,2020-05-02,,Customer Service,Customer Service Manager,98383,3
00-27898844,Cory,Mitchell,1,New York,Buffalo,Bachelor,15/02/1977,2024-02-16,,IT,Software Developer,102601,3
00-70681408,Keith,Tucker,0,New York,Rochester,Bachelor,1/7/1978,2018-03-28,,Sales,Sales Representative,56755,3
00-50890916,Nicole,Roberts,1,New York,Rochester,Bachelor,21/10/1965,2018-12-23,,Operations,Inventory Specialist,71374,2
00-78176556,Jordan,Obrien,0,North Carolina,Raleigh,Master,1/12/1989,2024-02-11,,IT,Software Developer,82164,4
00-82425578,Sandra,Estrada,1,Ohio,Cincinnati,Bachelor,6/2/1987,2024-02-24,,Finance,Accounts Payable Specialist,61694,3
00-10909370,Cody,Arnold,1,New York,New York City,Bachelor,15/09/1974,2024-07-16,,Operations,Inventory Specialist,63956,3
00-58096857,Kari,Johnson,0,North Carolina,Charlotte,High School,3/9/1999,2020-12-16,,IT,IT Support Specialist,56817,1
00-18540104,Bernard,Macdonald,1,New York,Buffalo,Bachelor,29/12/1966,2020-07-27,,Customer Service,Customer Service Representative,68016,3
00-36121315,Lauren,Smith,1,New York,New York City,Bachelor,4/5/1990,2017-11-20,,Sales,Sales Representative,80330,3
00-34070716,Lynn,Wood,1,New York,New York City,Master,1/3/2002,2023-04-20,,Operations,Operations Manager,80400,4
00-76434426,Shelly,Duncan,1,New York,Rochester,High School,14/02/1998,2022-10-12,,Customer Service,Help Desk Technician,59058,4
00-22638132,Sean,Martinez,1,Michigan,Grand Rapids,High School,3/8/1981,2024-06-25,,IT,IT Support Specialist,58571,2
00-62002811,Kenneth,Rodriguez,1,New York,New York City,Bachelor,12/8/1991,2023-10-02,,Customer Service,Support Specialist,61520,2
00-73673905,Samantha,Wilson,0,New York,New York City,Bachelor,12/9/1977,2017-12-12,,Customer Service,Help Desk Technician,60864,3
00-22866554,Ryan,Baker,1,New York,Buffalo,Master,18/02/2000,2018-12-02,,IT,Software Developer,79833,2
00-67762060,Derrick,Ramirez,0,North Carolina,Greensboro,High School,13/08/2000,2023-09-17,,Operations,Inventory Specialist,54136,1
00-34772080,Darren,Gomez,0,New York,Rochester,High School,14/10/1974,2017-01-31,,Customer Service,Support Specialist,60574,2
00-57137357,Julie,Walker,0,Michigan,Detroit,Bachelor,17/01/1992,2024-01-29,,Operations,Logistics Coordinator,55756,3
00-55596469,Mark,Hunter,1,New York,New York City,Bachelor,4/5/1983,2019-04-18,,IT,Software Developer,89315,2
00-44597012,Shawn,Moss,0,New York,Rochester,High School,28/01/1962,2015-09-19,,Customer Service,Customer Service Representative,67890,1
00-84776506,Kimberly,Mann,1,New York,Rochester,Bachelor,9/11/2001,2016-05-02,,Finance,Financial Analyst,94272,3
00-32617447,Patricia,Johnson,1,Michigan,Grand Rapids,High School,3/1/1981,2015-02-09,,Customer Service,Support Specialist,67511,1
00-10625592,Sarah,Bauer,0,Virginia,Norfolk,Bachelor,11/12/1979,2018-05-04,,Sales,Sales Specialist,69113,2
00-86246226,James,Grant,1,New York,Buffalo,Bachelor,29/09/1985,2020-11-21,,Operations,Inventory Specialist,68320,3
00-35297638,Natalie,Johnson,1,New York,Rochester,Bachelor,1/6/1991,2021-09-04,,IT,Software Developer,105668,3
00-81835206,Courtney,Sanchez,0,Michigan,Warren,High School,2/5/1999,2017-08-16,,Customer Service,Customer Service Representative,53842,2
00-30759612,Nicholas,Hahn,0,Pennsylvania,Allentown,Bachelor,19/05/1989,2020-09-18,,Operations,Operations Analyst,75704,2
00-69149428,James,Harrison,1,New York,Rochester,Bachelor,10/9/1987,2022-07-08,,Customer Service,Support Specialist,69311,2
00-29978275,Lisa,Gross,0,Michigan,Warren,PhD,27/09/1971,2023-04-20,,Sales,Sales Specialist,79112,3
00-93494515,David,Walters,1,Pennsylvania,Philadelphia,High School,15/03/1998,2015-02-04,,Customer Service,Customer Service Representative,56363,1
00-26144121,Stephanie,Vincent,0,New York,Buffalo,High School,12/5/1976,2023-10-19,,IT,IT Support Specialist,54968,2
00-24465305,Jason,Hamilton,0,Michigan,Warren,Bachelor,31/05/2001,2018-07-10,,Finance,Accountant,63930,2
00-79590395,Angela,Clark,0,New York,New York City,High School,30/01/1976,2017-03-11,,Customer Service,Support Specialist,63787,1
00-35925455,Benjamin,Watts,0,New York,Rochester,Bachelor,2/10/1988,2021-08-27,,Customer Service,Customer Service Representative,56378,3
